model	bertscore_f1	k	prompt	task
mimir-mistral-7b-base	94.381	4	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.375	4	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.387	4	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.519	4	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.512	4	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.736	4	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.663	4	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.38	4	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.273	4	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.447	4	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.39	4	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.442	4	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.4	4	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.432	4	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.391	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-fiction	93.362	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-fiction	93.402	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-fiction	93.223	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-fiction	93.236	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.464	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.595	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.659	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.584	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-factual	93.588	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-factual	93.585	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-factual	93.473	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-factual	93.656	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.435	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.262	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.345	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.48	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-books	93.649	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-books	93.64	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-books	93.716	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-books	93.494	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.622	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.726	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.649	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.506	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.593	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.664	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.431	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.643	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.68	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.66	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.603	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.477	4	prompt_3	tatoeba_eng_nob_nb
mimir-7b-translated	93.305	4	prompt_0	tatoeba_eng_nob_nb
mimir-7b-translated	93.5	4	prompt_1	tatoeba_eng_nob_nb
mimir-7b-translated	93.428	4	prompt_2	tatoeba_eng_nob_nb
mimir-7b-translated	93.316	4	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.319	4	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.31	4	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.355	4	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.322	4	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.87	4	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.903	4	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.933	4	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.914	4	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.903	4	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.816	4	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.799	4	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.881	4	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.83	4	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.855	4	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.815	4	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.852	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-fiction	93.61	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-fiction	93.549	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-fiction	93.641	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-fiction	93.665	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.884	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.909	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.966	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.889	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-factual	93.949	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-factual	93.865	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-factual	93.879	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-factual	93.934	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.582	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.776	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.694	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.726	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-books	93.965	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-books	93.985	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-books	94.056	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-books	93.954	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-rightholders	93.981	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-rightholders	93.938	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-rightholders	93.968	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-rightholders	94.063	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	93.943	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	93.977	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	93.977	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	93.908	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-untranslated	94.03	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-untranslated	93.945	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-untranslated	93.919	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-untranslated	93.953	4	prompt_2	tatoeba_nob_eng_nb
mimir-7b-translated	93.614	4	prompt_0	tatoeba_nob_eng_nb
mimir-7b-translated	93.629	4	prompt_3	tatoeba_nob_eng_nb
mimir-7b-translated	93.663	4	prompt_1	tatoeba_nob_eng_nb
mimir-7b-translated	93.606	4	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.692	4	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.726	4	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.697	4	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.681	4	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.204	4	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.233	4	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.191	4	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.197	4	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	91.318	16	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	91.37	16	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	91.456	16	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	91.416	16	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.277	16	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.467	16	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.262	16	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-extended	92.337	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-fiction	91.036	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-fiction	91.053	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-fiction	91.085	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-fiction	91.165	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.409	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.785	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.647	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-nonfiction	91.667	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-factual	91.672	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-factual	91.481	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-factual	91.672	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-factual	91.763	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.388	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.461	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.397	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-newspapers	91.477	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-books	91.349	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-books	91.542	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-books	91.214	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-books	91.375	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.56	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.497	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.302	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-rightholders	91.735	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.458	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.539	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.561	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-untranslated-withnewspapers	91.457	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.452	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.796	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.711	16	prompt_1	tatoeba_eng_nno_nn
mimir-7b-untranslated	91.591	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-translated	91.038	16	prompt_3	tatoeba_eng_nno_nn
mimir-7b-translated	91.096	16	prompt_0	tatoeba_eng_nno_nn
mimir-7b-translated	91.275	16	prompt_2	tatoeba_eng_nno_nn
mimir-7b-translated	91.231	16	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.777	16	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.604	16	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.467	16	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-base	92.54	16	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.902	16	prompt_2	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.919	16	prompt_0	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.979	16	prompt_3	tatoeba_eng_nno_nn
mimir-mistral-7b-extended-scratch	91.888	16	prompt_1	tatoeba_eng_nno_nn
mimir-mistral-7b-base-scratch	93.68	16	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.581	16	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.68	16	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.546	16	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.569	16	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.519	16	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.539	16	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-extended	94.448	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-fiction	93.538	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-fiction	93.339	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-fiction	93.416	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-fiction	93.573	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.574	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.618	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.608	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-nonfiction	93.626	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-factual	93.561	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-factual	93.642	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-factual	93.478	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-factual	93.534	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-newspapers	93.335	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-newspapers	93.252	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-newspapers	93.58	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-newspapers	93.329	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-books	93.655	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-books	93.526	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-books	93.603	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-books	93.733	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.63	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.678	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.694	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-rightholders	93.562	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.659	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.732	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.526	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-untranslated-withnewspapers	93.617	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.702	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.601	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.715	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-untranslated	93.435	16	prompt_3	tatoeba_nno_eng_nn
mimir-7b-translated	93.234	16	prompt_1	tatoeba_nno_eng_nn
mimir-7b-translated	93.083	16	prompt_0	tatoeba_nno_eng_nn
mimir-7b-translated	93.089	16	prompt_2	tatoeba_nno_eng_nn
mimir-7b-translated	93.29	16	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.546	16	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.612	16	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.629	16	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-base	94.613	16	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	94.087	16	prompt_0	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	94.026	16	prompt_1	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	94.068	16	prompt_2	tatoeba_nno_eng_nn
mimir-mistral-7b-extended-scratch	93.976	16	prompt_3	tatoeba_nno_eng_nn
mimir-mistral-7b-base-scratch	93.487	16	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.529	16	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.515	16	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	93.442	16	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.437	16	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.469	16	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.468	16	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-extended	94.473	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-fiction	93.486	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-fiction	93.505	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-fiction	93.406	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-fiction	93.463	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.794	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.785	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.853	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-nonfiction	93.697	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-factual	93.804	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-factual	93.78	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-factual	93.698	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-factual	93.789	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.474	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.513	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.501	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-newspapers	93.452	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-books	93.822	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-books	93.751	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-books	93.844	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-books	93.799	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.832	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.807	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.679	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-rightholders	93.867	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.824	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.796	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.781	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-untranslated-withnewspapers	93.72	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.773	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.789	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.82	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-untranslated	93.707	16	prompt_3	tatoeba_eng_nob_nb
mimir-7b-translated	93.615	16	prompt_0	tatoeba_eng_nob_nb
mimir-7b-translated	93.62	16	prompt_1	tatoeba_eng_nob_nb
mimir-7b-translated	93.575	16	prompt_2	tatoeba_eng_nob_nb
mimir-7b-translated	93.502	16	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.355	16	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.351	16	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.347	16	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-base	94.372	16	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	94.044	16	prompt_0	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.999	16	prompt_3	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.94	16	prompt_2	tatoeba_eng_nob_nb
mimir-mistral-7b-extended-scratch	93.976	16	prompt_1	tatoeba_eng_nob_nb
mimir-mistral-7b-base-scratch	94.04	16	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.984	16	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.957	16	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch	93.953	16	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.943	16	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.936	16	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.961	16	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended	94.938	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-fiction	93.821	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-fiction	93.765	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-fiction	93.784	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-fiction	93.796	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-nonfiction	94.086	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-nonfiction	94.096	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-nonfiction	94.033	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-nonfiction	93.995	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-factual	94.053	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-factual	94.016	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-factual	94.011	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-factual	94.048	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.861	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.836	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.803	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-newspapers	93.81	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-books	94.114	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-books	94.144	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-books	94.142	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-books	94.114	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-rightholders	94.079	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-rightholders	94.096	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-rightholders	94.075	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-rightholders	94.092	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	94.063	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	94.053	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	94.059	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-untranslated-withnewspapers	94.085	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-untranslated	94.09	16	prompt_2	tatoeba_nob_eng_nb
mimir-7b-untranslated	94.053	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-untranslated	94.124	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-untranslated	94.115	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-translated	93.808	16	prompt_3	tatoeba_nob_eng_nb
mimir-7b-translated	93.787	16	prompt_0	tatoeba_nob_eng_nb
mimir-7b-translated	93.836	16	prompt_1	tatoeba_nob_eng_nb
mimir-7b-translated	93.805	16	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.819	16	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.817	16	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.807	16	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-base	94.737	16	prompt_3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.397	16	prompt_0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.414	16	prompt_1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.386	16	prompt_2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch	94.356	16	prompt_3	tatoeba_nob_eng_nb
